Node,Shape,Dtype,Memory (Bytes)
view_34,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_5,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_35,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_8,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_36,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_6,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_37,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_38,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_39,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_40,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_6,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_7,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_8,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_14,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_9,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_41,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_9,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_42,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_7,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_43,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_5,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_16,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_44,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_10,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_2,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_45,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_1,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_46,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_11,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_3,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_47,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_6,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_19,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_12,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_48,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_8,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_49,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_13,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_50,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_9,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_51,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_14,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_52,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_10,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_53,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_54,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_55,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_56,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_10,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_11,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_12,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_22,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_13,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_57,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_15,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_58,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_11,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_59,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_7,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_24,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_60,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_16,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_4,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_61,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_2,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_62,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_17,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_5,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_63,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_8,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_27,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_18,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_64,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_12,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_65,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_19,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_66,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_13,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_67,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_20,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_68,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_14,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_69,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_70,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_71,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_72,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_14,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_15,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_16,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_30,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_17,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_73,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_21,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_74,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_15,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_75,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_9,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_32,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_76,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_22,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_6,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_77,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_3,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_78,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_23,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_7,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_79,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_10,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_35,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_24,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_80,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_16,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_81,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_25,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_82,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_17,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_83,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_26,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_84,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_18,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_85,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_86,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_87,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_88,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_18,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_19,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_20,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_38,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_21,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_89,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_27,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_90,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_19,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_91,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_11,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_40,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_92,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_28,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_8,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_93,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_4,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_94,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_29,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_9,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_95,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_12,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_43,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_30,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_96,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_20,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_97,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_31,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_98,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_21,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_99,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_32,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_100,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_22,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_101,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_102,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_103,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_104,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_22,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_23,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_24,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_46,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_25,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_105,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_33,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_106,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_23,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_107,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_13,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_48,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_108,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_34,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_10,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_109,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_5,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_110,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_35,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_11,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_111,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_14,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_51,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_36,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_112,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_24,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_113,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_37,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_114,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_25,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_115,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_38,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_116,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_26,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_117,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_118,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_119,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_120,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_26,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_27,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_28,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_54,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_29,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_121,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_39,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_122,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_27,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_123,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_15,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_56,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_124,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_40,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_12,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_125,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_6,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_126,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_41,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_13,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_127,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_16,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_59,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_42,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_128,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_28,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_129,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_43,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_130,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_29,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_131,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_44,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_132,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_30,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_133,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_134,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_135,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_136,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_30,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_31,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_32,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_62,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_33,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_137,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_45,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_138,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_31,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_139,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_17,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_64,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_140,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_46,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_14,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_141,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_7,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_142,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_47,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_15,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_143,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_18,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_67,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_48,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_144,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_32,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_145,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_49,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_146,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_33,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_147,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_50,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_148,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_34,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_149,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_150,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_151,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_152,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_34,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_35,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_36,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
getitem_70,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_37,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_153,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_51,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_154,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_35,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_155,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_19,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_72,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_156,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_52,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_16,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_157,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_8,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_158,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_53,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_17,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_159,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_20,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_75,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_54,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_160,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_36,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_161,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_55,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_162,"torch.Size([6432, 1280])",torch.bfloat16,16465920
