Node,Shape,Dtype,Memory (Bytes)
getitem_2,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_3,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_4,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_5,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_1,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_2,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_3,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_4,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_5,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_6,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_1,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_12,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_6,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_7,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_8,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_9,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_10,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_11,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_7,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_8,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_9,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_10,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_11,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_12,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_2,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_13,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_5,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_25,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_26,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_3,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_6,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_4,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_7,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_27,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_28,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_1,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_4,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_8,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_5,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_5,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_6,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_29,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_30,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_14,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_31,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_32,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_8,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_2,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_33,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_34,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_15,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_35,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_36,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_9,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_3,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_1,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_40,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_41,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_42,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_12,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_4,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_16,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_3,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_17,"torch.Size([1, 3584])",torch.bfloat16,7168
mm,"torch.Size([1, 3584])",torch.bfloat16,7168
view_18,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_6,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_5,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_2,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_1,"torch.Size([1, 1, 1])",torch.float32,4
add_7,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_1,"torch.Size([1, 1, 1])",torch.float32,4
mul_9,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_6,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_10,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_4,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_19,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_1,"torch.Size([1, 18944])",torch.bfloat16,37888
view_20,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
silu,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_5,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_21,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_2,"torch.Size([1, 18944])",torch.bfloat16,37888
view_22,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
mul_11,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_6,"torch.Size([18944, 3584])",torch.bfloat16,135790592
view_23,"torch.Size([1, 18944])",torch.bfloat16,37888
mm_3,"torch.Size([1, 3584])",torch.bfloat16,7168
view_24,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_8,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_7,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_3,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_2,"torch.Size([1, 1, 1])",torch.float32,4
add_9,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_2,"torch.Size([1, 1, 1])",torch.float32,4
mul_12,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_8,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_13,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_25,"torch.Size([1, 3584])",torch.bfloat16,7168
t_7,"torch.Size([3584, 3584])",torch.bfloat16,25690112
addmm_3,"torch.Size([1, 3584])",torch.bfloat16,7168
view_26,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_27,"torch.Size([1, 3584])",torch.bfloat16,7168
t_8,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_4,"torch.Size([1, 512])",torch.bfloat16,1024
view_28,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_29,"torch.Size([1, 3584])",torch.bfloat16,7168
t_9,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_5,"torch.Size([1, 512])",torch.bfloat16,1024
view_30,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_31,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
transpose_5,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
view_32,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_6,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
view_33,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_7,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
getitem_14,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_15,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_16,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_17,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_18,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_19,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_13,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_14,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_15,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_16,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_17,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_18,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_7,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_16,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_20,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_21,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_22,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_23,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_24,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_25,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_19,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_20,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_21,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_22,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_23,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_24,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_8,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_17,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_14,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_43,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_44,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg_2,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_9,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_15,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_10,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_16,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_45,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_46,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_3,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_10,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_17,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_11,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_11,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_12,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_47,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_48,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_18,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_49,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_50,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_10,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_4,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_2,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_51,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_52,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_19,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_53,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_54,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_11,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_5,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_3,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_58,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_59,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_60,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_26,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_8,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_34,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_10,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_35,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_4,"torch.Size([1, 3584])",torch.bfloat16,7168
view_36,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_12,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_9,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_4,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_3,"torch.Size([1, 1, 1])",torch.float32,4
add_13,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_3,"torch.Size([1, 1, 1])",torch.float32,4
mul_18,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_10,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_19,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_11,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_37,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_5,"torch.Size([1, 18944])",torch.bfloat16,37888
view_38,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
silu_1,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_12,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_39,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_6,"torch.Size([1, 18944])",torch.bfloat16,37888
view_40,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
mul_20,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_13,"torch.Size([18944, 3584])",torch.bfloat16,135790592
view_41,"torch.Size([1, 18944])",torch.bfloat16,37888
mm_7,"torch.Size([1, 3584])",torch.bfloat16,7168
view_42,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_14,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_11,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_5,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_4,"torch.Size([1, 1, 1])",torch.float32,4
add_15,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_4,"torch.Size([1, 1, 1])",torch.float32,4
mul_21,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_12,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_22,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_43,"torch.Size([1, 3584])",torch.bfloat16,7168
t_14,"torch.Size([3584, 3584])",torch.bfloat16,25690112
addmm_6,"torch.Size([1, 3584])",torch.bfloat16,7168
view_44,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_45,"torch.Size([1, 3584])",torch.bfloat16,7168
t_15,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_7,"torch.Size([1, 512])",torch.bfloat16,1024
view_46,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_47,"torch.Size([1, 3584])",torch.bfloat16,7168
t_16,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_8,"torch.Size([1, 512])",torch.bfloat16,1024
view_48,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_49,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
transpose_9,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
view_50,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_10,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
view_51,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_11,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
getitem_28,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_29,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_30,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_31,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_32,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_33,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_25,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_26,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_27,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_28,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_29,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_30,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_13,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_20,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_34,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_35,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_36,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_37,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_38,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_39,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_31,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_32,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_33,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_34,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_35,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_36,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_14,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_21,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_23,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_61,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_62,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg_4,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_15,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_24,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_16,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_25,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_63,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_64,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_5,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_16,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_26,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_17,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_17,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_18,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_65,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_66,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_22,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_67,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_68,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_12,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_6,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_4,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_69,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_70,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_23,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_71,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_72,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_13,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_7,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_5,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_76,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_77,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_78,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_40,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_12,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_52,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_17,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_53,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_8,"torch.Size([1, 3584])",torch.bfloat16,7168
